X1,Y1
-155.6573901299801,4.051138344992998
-156.60844664627524,4.669172333742892
-157.5595031625704,5.287206322492786
-158.51055967886555,5.90524031124268
-159.4616161951607,6.523274299992574
-160.41267271145585,7.141308288742468
-161.363729227751,7.759342277492362
-162.31478574404616,8.377376266242255
-163.26584226034132,8.995410254992148
-164.21689877663647,9.613444243742041
-165.16795529293162,10.231478232491934
-166.11901180922678,10.849512221241827
-167.07006832552193,11.46754620999172
-168.02112484181708,12.085580198741614
-168.97218135811224,12.703614187491507
-169.9232378744074,13.3216481762414
-170.87429439070254,13.939682164991293
-171.8253509069977,14.557716153741186
-172.77640742329285,15.17575014249108
-173.727463939588,15.793784131240972
-174.67852045588316,16.411818119990865
-175.6295769721783,17.02985210874076
-176.58063348847347,17.64788609749065
-177.53169000476862,18.265920086240545
-178.48274652106377,18.883954074990438
-179.43380303735893,19.50198806374033
-180.38485955365408,20.120022052490224
-181.33591606994923,20.738056041240117
-182.2869725862444,21.35609002999001
-183.23802910253954,21.974124018739904
-184.1890856188347,22.592158007489797
-185.14014213512985,23.21019199623969
-186.091198651425,23.828225984989583
-187.04225516772016,24.446259973739476
-187.9933116840153,25.06429396248937
-188.94436820031046,25.682327951239262
-189.89542471660562,26.300361939989156
-190.84648123290077,26.91839592873905
-191.79753774919593,27.53642991748894
-192.74859426549108,28.154463906238835
-193.69965078178623,28.772497894988728
-194.6507072980814,29.39053188373862
-195.60176381437654,30.008565872488514
-196.5528203306717,30.626599861238407
-197.50387684696685,31.2446338499883
-198.454933363262,31.862667838738194
-199.40598987955715,32.48070182748809
-200.3570463958523,33.09873581623798
-201.30810291214746,33.71676980498788
-202.25915942844262,34.33480379373777
-203.21021594473777,34.95283778248766
-204.16127246103292,35.570871771237556
-205.11232897732808,36.18890575998745
-206.06338549362323,36.80693974873734
-207.01444200991838,37.424973737487235
-207.96549852621354,38.04300772623713
-208.9165550425087,38.66104171498702
-209.86761155880384,39.279075703736915
-210.818668075099,39.89710969248681
-211.76972459139415,40.5151436812367
-212.7207811076893,41.133177669986594
-213.67183762398446,41.75121165873649
-214.6228941402796,42.36924564748638
-215.57395065657477,42.98727963623627
-216.52500717286992,43.60531362498617
-217.47606368916507,44.22334761373606
-218.42712020546023,44.84138160248595
-219.37817672175538,45.459415591235846
-220.32923323805053,46.07744957998574
-221.2802897543457,46.69548356873563
-222.23134627064084,47.313517557485525
-223.182402786936,47.93155154623542
-224.13345930323115,48.54958553498531
-225.0845158195263,49.167619523735205
-226.03557233582146,49.7856535124851
-226.9866288521166,50.40368750123499
-227.93768536841176,51.021721489984884
-228.88874188470692,51.63975547873478
-229.83979840100207,52.25778946748467
-230.79085491729722,52.87582345623456
-231.74191143359238,53.49385744498446
-232.69296794988753,54.11189143373435
-233.64402446618269,54.72992542248424
-234.59508098247784,55.347959411234136
-235.546137498773,55.96599339998403
-236.49719401506815,56.58402738873392
-237.4482505313633,57.202061377483815
-238.39930704765845,57.82009536623371
-239.3503635639536,58.4381293549836
-240.30142008024876,59.056163343733495
-241.25247659654391,59.67419733248339
-242.20353311283907,60.29223132123328
-243.15458962913422,60.910265309983174
-244.10564614542938,61.52829929873307
-245.05670266172453,62.14633328748296
-246.00775917801968,62.76436727623285
-246.95881569431484,63.38240126498275
-247.90987221061,64.00043525373265
-248.86092872690514,64.61846924248255
-249.8119852432003,65.23650323123245
-250.76304175949545,65.85453721998235
-251.7140982757906,66.47257120873225
-252.66515479208576,67.09060519748215
-253.6162113083809,67.70863918623205
-254.56726782467607,68.32667317498195
-255.51832434097122,68.94470716373185
-256.46938085726634,69.56274115248175
-257.42043737356147,70.18077514123165
-258.3714938898566,70.79880912998155
-259.3225504061517,71.41684311873145
-260.27360692244685,72.03487710748135
-261.22466343874197,72.65291109623125
-262.1757199550371,73.27094508498115
-263.1267764713322,73.88897907373105
-264.07783298762735,74.50701306248095
-265.02888950392247,75.12504705123085
-265.9382710469258,75.72954002031825
-266.80597761663734,76.32049196974316
-267.632009213057,76.89790289950557
-268.41636583618487,77.46177280960548
-269.1590474860209,78.01210170004289
-269.86005416256506,78.5488895708178
-270.5193858658174,79.07213642193022
-271.1370425957779,79.58184225338015
-271.7130243524466,80.07800706516757
-272.24733113582346,80.5606308572925
-272.7399629459085,81.02971362975492
-273.19091978270166,81.48525538255485
-273.600201646203,81.92725611569229
-273.9678085364125,82.35571582916722
-274.2937404533302,82.77063452297966
-274.57799739695605,83.1720121971296
-274.82057936729007,83.55984885161705
-275.02148636433225,83.934144486442
-275.1807183880826,84.29489910160444
-275.2982754385411,84.6421126971044
-275.3741575157078,84.97578527294185
-275.40836461958264,85.2959168291168
-275.40089675016566,85.60250736562928
-275.35175390745684,85.89555688247926
-275.2609360914562,86.17506537966673
-275.1284433021637,86.44103285719171
-274.9542755395794,86.6934593150542
-274.73843280370323,86.93234475325418
-274.48091509453525,87.15768917179167
-274.18172241207543,87.36949257066667
-273.8408547563238,87.56775494987916
-273.4583121272803,87.75247630942916
-273.034094524945,87.92365664931665
-272.5682019493178,88.08129596954166
-272.06063440039884,88.22539427010416
-271.511391878188,88.35595155100417
-270.92047438268537,88.47296781224168
-270.2878819138909,88.57644305381669
-269.61361447180457,88.6663772757292
-268.8976720564264,88.74277047797922
-268.14005466775643,88.80562266056674
-267.3407623057946,88.85493382349176
-266.49979497054096,88.89070396675429
-265.6171526619955,88.91293309035431
-264.69283538015816,88.92162119429184
-263.726843125029,88.91676827856689
-262.719175896608,88.89837434317944
-261.6698336948952,88.86643938812949
-260.57881651989055,88.82096341341705
-259.44612437159407,88.7619464190421
-258.3134322232976,88.70292942466716
-257.1807400750011,88.64391243029222
-256.0480479267046,88.58489543591728
-254.91535577840813,88.52587844154233
-253.78266363011164,88.46686144716739
-252.64997148181516,88.40784445279245
-251.51727933351867,88.3488274584175
-250.3845871852222,88.28981046404256
-249.2518950369257,88.23079346966762
-248.11920288862922,88.17177647529267
-246.98651074033273,88.11275948091773
-245.85381859203625,88.05374248654279
-244.72112644373976,87.99472549216785
-243.58843429544328,87.9357084977929
-242.4557421471468,87.87669150341796
-241.3230499988503,87.81767450904302
-240.19035785055382,87.75865751466807
-239.05766570225734,87.69964052029313
-237.92497355396085,87.64062352591819
-236.79228140566437,87.58160653154324
-235.65958925736788,87.5225895371683
-234.5268971090714,87.46357254279336
-233.3942049607749,87.40455554841841
-232.26151281247843,87.34553855404347
-231.12882066418194,87.28652155966853
-229.99612851588546,87.22750456529359
-228.86343636758897,87.16848757091864
-227.7307442192925,87.1094705765437
-226.598052070996,87.05045358216876
-225.46535992269952,86.99143658779381
-224.33266777440303,86.93241959341887
-223.19997562610655,86.87340259904393
-222.06728347781007,86.81438560466898
-220.93459132951358,86.75536861029404
-219.8018991812171,86.6963516159191
-218.6692070329206,86.63733462154416
-217.53651488462413,86.57831762716921
-216.40382273632764,86.51930063279427
-215.27113058803116,86.46028363841933
-214.13843843973467,86.40126664404438
-213.0057462914382,86.34224964966944
-211.8730541431417,86.2832326552945
-210.74036199484522,86.22421566091955
-209.60766984654873,86.16519866654461
-208.47497769825225,86.10618167216967
-207.34228554995576,86.04716467779473
-206.20959340165928,85.98814768341978
-205.0769012533628,85.92913068904484
-203.9442091050663,85.8701136946699
-202.81151695676982,85.81109670029495
-201.67882480847334,85.75207970592001
-200.54613266017685,85.69306271154507
-199.41344051188037,85.63404571717012
-198.28074836358388,85.57502872279518
-197.1480562152874,85.51601172842024
-196.0153640669909,85.4569947340453
-194.88267191869443,85.39797773967035
-193.74997977039794,85.33896074529541
-192.61728762210146,85.27994375092047
-191.48459547380497,85.22092675654552
-190.3519033255085,85.16190976217058
-189.219211177212,85.10289276779564
-188.08651902891552,85.0438757734207
-186.95382688061903,84.98485877904575
-185.82113473232255,84.92584178467081
-184.68844258402606,84.86682479029587
-183.55575043572958,84.80780779592092
-182.4230582874331,84.74879080154598
-181.2903661391366,84.68977380717104
-180.15767399084012,84.6307568127961
-179.02498184254364,84.57173981842115
-177.89228969424715,84.51272282404621
-176.75959754595067,84.45370582967126
-175.62690539765418,84.39468883529632
-174.4942132493577,84.33567184092138
-173.36152110106121,84.27665484654644
-172.22882895276473,84.21763785217149
-171.09613680446824,84.15862085779655
-169.96344465617176,84.0996038634216
-168.83075250787527,84.04058686904666
-167.6980603595788,83.98156987467172
-166.5653682112823,83.92255288029678
-165.43267606298582,83.86353588592183
-164.29998391468934,83.80451889154689
-163.16729176639285,83.74550189717195
-162.03459961809637,83.686484902797
-160.90190746979988,83.62746790842206
-159.7692153215034,83.56845091404712
-158.6365231732069,83.50943391967218
-157.50383102491043,83.45041692529723
-156.37113887661394,83.39139993092229
-155.23844672831746,83.33238293654735
-154.10575458002097,83.2733659421724
-152.9730624317245,83.21434894779746
-151.840370283428,83.15533195342252
-150.70767813513152,83.09631495904758
-149.57498598683503,83.03729796467263
-148.44229383853855,82.97828097029769
-147.30960169024206,82.91926397592275
-146.17690954194558,82.8602469815478
-145.0442173936491,82.80122998717286
-143.9115252453526,82.74221299279792
-142.77883309705612,82.68319599842297
-141.64614094875964,82.62417900404803
-140.51344880046315,82.56516200967309
-139.38075665216667,82.50614501529815
-138.24806450387018,82.4471280209232
-137.1153723555737,82.38811102654826
-135.9826802072772,82.32909403217332
-134.84998805898073,82.27007703779837
-133.71729591068424,82.21106004342343
-132.58460376238776,82.15204304904849
-131.45191161409127,82.09302605467354
-130.3192194657948,82.0340090602986
-129.1865273174983,81.97499206592366
-128.05383516920182,81.91597507154871
-126.92114302090532,81.85695807717377
-125.78845087260882,81.79794108279883
-124.65575872431232,81.73892408842389
-123.52306657601582,81.67990709404894
-122.39037442771932,81.620890099674
-121.25768227942282,81.56187310529906
-120.12499013112632,81.50285611092411
-118.99229798282983,81.44383911654917
-117.85960583453333,81.38482212217423
-116.72691368623683,81.32580512779928
-115.59422153794033,81.26678813342434
-114.46152938964383,81.2077711390494
-113.32883724134733,81.14875414467446
-112.19614509305083,81.08973715029951
-111.06345294475433,81.03072015592457
-109.93076079645783,80.97170316154963
-108.79806864816133,80.91268616717468
-107.66537649986483,80.85366917279974
-106.53268435156834,80.7946521784248
-105.39999220327184,80.73563518404985
-104.26730005497534,80.67661818967491
-103.13460790667884,80.61760119529997
-102.00191575838234,80.55858420092503
-100.86922361008584,80.49956720655008
-99.73653146178934,80.44055021217514
-98.60383931349284,80.3815332178002
-97.47114716519634,80.32251622342525
-96.33845501689984,80.26349922905031
-95.20576286860334,80.20448223467537
-94.07307072030684,80.14546524030042
-92.94037857201035,80.08644824592548
-91.80768642371385,80.02743125155054
-90.67499427541735,79.9684142571756
-89.54230212712085,79.90939726280065
-88.42638596926736,79.87347043836945
-87.32724580185688,79.86063378388201
-86.2448816248894,79.8708872993383
-85.17929343836492,79.90423098473836
-84.13048124228345,79.96066484008216
-83.09844503664499,80.04018886536971
-82.08318482144954,80.14280306060101
-81.08470059669708,80.26850742577606
-80.10299236238762,80.41730196089486
-79.13806011852118,80.58918666595741
-78.18990386509775,80.78416154096371
-77.25852360211731,81.00222658591376
-76.34391932957988,81.24338180080755
-75.44609104748545,81.5076271856451
-74.56503875583404,81.7949627404264
-73.70076245462562,82.10538846515145
-72.8532621438602,82.43890435982024
-72.0225378235378,82.79551042443279
-71.20858949365841,83.17520665898908
-70.41141715422202,83.57799306348913
